Entity,Code,Year,"Number of people not in poverty (above $10 a day, 2021 prices)","Number of people in poverty (between $8.30 and $10 a day, 2021 prices)","Number of people in poverty (between $4.20 and $8.30 a day, 2021 prices)","Number of people in poverty (between $3 and $4.20 a day, 2021 prices)","Number of people in poverty ($3 a day, 2021 prices)"
Switzerland,CHE,2008,7601451,9856,25211,5165,5992
Switzerland,CHE,2009,7703256,18395,11909,7324,2947
Switzerland,CHE,2010,7780291,8317,22047,8679,5575
Switzerland,CHE,2011,7890561,14412,6593,0,832
Switzerland,CHE,2012,7986904,7709,888,643,717
Switzerland,CHE,2013,8076244,6090,3116,484,3412
Switzerland,CHE,2014,8177251,1495,3480,3740,2683
Switzerland,CHE,2015,8275140,2359,2367,0,2530
Switzerland,CHE,2016,8355789,4386,8909,493,3761
Switzerland,CHE,2017,8431894,11069,7032,0,1845
Switzerland,CHE,2018,8497088,957,12914,368,3002
Switzerland,CHE,2019,8539573,17050,16573,593,1491
Switzerland,CHE,2020,8576873,50541,4661,0,6092
Switzerland,CHE,2021,8690417,1042,7974,1793,3320
Switzerland,CHE,2022,8748662,2615,6033,1461,18317
Syria,SYR,1996,6853499,2059353,5489500,737494,177836
Syria,SYR,2003,10461307,2277409,4820304,470763,83303
Syria,SYR,2006,12101044,2025661,5248858,1296555,0
Syria,SYR,2009,12702907,2231322,5766536,1276203,0
Syria,SYR,2022,1553778,1170032,10901755,5137018,3699589
Taiwan,TWN,1981,14605454,1621594,1713762,46300,42872
Taiwan,TWN,1986,18199021,728034,436702,47697,0
Taiwan,TWN,1991,20401952,50707,50909,0,0
Taiwan,TWN,1995,20886276,106531,159196,0,106037
Taiwan,TWN,1997,21492682,55199,52271,0,0
Taiwan,TWN,2000,22117335,0,55193,0,0
Taiwan,TWN,2005,22612734,53157,56669,0,0
Taiwan,TWN,2007,22787701,57016,57179,0,0
Taiwan,TWN,2010,22791937,173503,117175,0,55765
Taiwan,TWN,2013,23054006,115592,116437,0,58177
Taiwan,TWN,2016,23391171,58526,0,58665,0
Taiwan,TWN,2017,23376846,58399,117225,0,0
Taiwan,TWN,2018,23398301,58824,117149,0,0
Taiwan,TWN,2019,23414270,59249,58799,58714,0
Taiwan,TWN,2020,23467363,0,57520,58941,0
Taiwan,TWN,2021,23370265,59140,58103,0,0
Tajikistan,TJK,1999,13262,24314,421730,817380,4931684
Tajikistan,TJK,2003,127718,115305,1340552,1345582,3729418
Tajikistan,TJK,2004,340141,306788,2088813,1531703,2523102
Tajikistan,TJK,2007,386534,357739,2980969,1728835,1740400
Tajikistan,TJK,2009,834413,514387,3364391,1600497,1176542
Tajikistan,TJK,2015,1476824,764643,3827408,1422719,1152246
Tajikistan,TJK,2021,2370455,1132136,4207294,1353309,903714
Tajikistan,TJK,2022,3105513,1001138,4149667,1024489,901415
Tajikistan,TJK,2023,3450624,1154556,3899411,1127659,757549
Tajikistan,TJK,2024,3511780,1207782,4081510,1140256,649599
Tanzania,TZA,1991,282139,257218,3125298,3609253,20129508
Tanzania,TZA,2000,127973,92523,1853313,2441910,30054013
Tanzania,TZA,2007,1423823,772426,6961089,6639878,25638296
Tanzania,TZA,2011,2159590,1204869,9806936,9639825,24253716
Tanzania,TZA,2018,3228020,1636440,12335709,10675353,29418882
Thailand,THA,1981,7316602,2694413,14366788,7760004,14438049
Thailand,THA,1988,8515922,3195654,17478380,9633050,14146590
Thailand,THA,1990,10841074,3399132,18176366,10798423,11523333
Thailand,THA,1992,14509050,3576173,19251484,10026127,9165998
Thailand,THA,1994,16783130,5083089,22193868,8811648,5389121
Thailand,THA,1996,19574680,5227203,23506324,7762104,3849753
Thailand,THA,1998,21205897,5668403,23110623,8020489,3517220
Thailand,THA,1999,19175467,5346847,23709979,8883078,5183673
Thailand,THA,2000,19419561,5018346,24024417,9232445,5313047
Thailand,THA,2002,23787982,6236009,23871016,7377566,2993863
Thailand,THA,2004,28133251,6734783,22790568,5768956,2024490
Thailand,THA,2006,33667971,6629784,20662174,4130617,1477142
Thailand,THA,2007,34857016,7142487,20712504,3529013,861372
Thailand,THA,2008,36879751,6956684,20295366,2817542,670489
Thailand,THA,2009,39075648,7080266,18978059,2451939,535168
Thailand,THA,2010,40696927,7297355,18008112,2091089,485965
Thailand,THA,2011,43418581,7999335,16191257,1188870,209165
Thailand,THA,2012,44783259,7335047,15748489,1300005,269296
Thailand,THA,2013,46763779,7867856,14024315,1040661,148501
Thailand,THA,2014,48040889,7484986,13718510,811314,160669
Thailand,THA,2015,51235917,7396882,11344500,470463,93030
Thailand,THA,2016,50767341,7383471,12035814,575542,97672
Thailand,THA,2017,51669272,7221354,11694365,503957,71236
Thailand,THA,2018,51133088,7517798,12085768,563456,75970
Thailand,THA,2019,52930491,7729397,10458758,307333,96293
Thailand,THA,2020,53822452,6995090,10372172,406609,45165
Thailand,THA,2021,54619877,6962971,9754218,369747,20515
Thailand,THA,2022,58659820,5939097,6998449,123422,14540
Thailand,THA,2023,58249436,6380707,6972437,96380,3472
Togo,TGO,2006,198421,116794,899311,755624,4040518
Togo,TGO,2011,278057,167221,1108434,852338,4510424
Togo,TGO,2015,259873,182222,1394151,1116721,4710228
Togo,TGO,2018,974966,355844,2483237,1600774,2931801
Togo,TGO,2021,801724,384376,2840969,1882875,3101591
Tonga,TON,2000,51381,9980,31758,5298,4718
Tonga,TON,2009,47341,11184,37055,7721,3902
Tonga,TON,2015,31977,15439,42682,11764,4233
Tonga,TON,2021,62474,14867,26219,1499,431
Trinidad and Tobago,TTO,1988,897926,79401,191558,53976,7208
Trinidad and Tobago,TTO,1992,770062,113446,273855,73134,41177
Tunisia,TUN,1985,1474274,565450,2644594,1124527,1601058
Tunisia,TUN,1990,2032512,764273,3077072,1094173,1356479
Tunisia,TUN,1995,2299476,791624,3235207,1244831,1590120
Tunisia,TUN,2000,3179658,986942,3438136,1133709,1026490
Tunisia,TUN,2005,4098506,1145419,3551123,884435,606908
Tunisia,TUN,2010,5875561,1197947,2855573,547722,338400
Tunisia,TUN,2015,7431658,1311556,2386104,250696,75342
Tunisia,TUN,2021,8268310,1302998,2203594,211074,78910
Turkey,TUR,1987,17371300,5522692,19062827,6122996,4763857
Turkey,TUR,1994,20984828,6214701,20409104,6390602,6034601
Turkey,TUR,2002,25914428,7293158,21945512,6781946,5113752
Turkey,TUR,2003,24220079,6779159,23414487,6622352,6795651
Turkey,TUR,2004,33847925,6591121,18594046,5043426,4516098
Turkey,TUR,2005,35649351,6697935,17817607,4629059,4535608
Turkey,TUR,2006,38264014,6604552,17307876,4489314,3379596
Turkey,TUR,2007,41207623,6822344,15487643,3857068,2783434
Turkey,TUR,2008,45506770,6440436,13262127,3518835,2323512
Turkey,TUR,2009,45460872,6374997,15134664,2923362,2145313
Turkey,TUR,2010,47162256,6711200,14499674,2710922,2058100
Turkey,TUR,2011,49948037,6615343,13405667,2772705,1481880
Turkey,TUR,2012,52013170,6416704,12962766,2503570,1279614
Turkey,TUR,2013,53791324,6698501,12482795,2018803,1156201
Turkey,TUR,2014,55176167,6362920,12557030,2299934,785837
Turkey,TUR,2015,54964148,6819449,13219037,2173341,1042505
Turkey,TUR,2016,57668702,6832020,12418169,1648671,710398
Turkey,TUR,2017,61154579,5747866,11142359,1364088,903804
Turkey,TUR,2018,63470793,5234273,10563413,1327875,810846
Turkey,TUR,2019,63988378,5445159,10639605,1451526,1054772
Turkey,TUR,2020,65379826,5525854,9942496,1585007,951497
Turkey,TUR,2021,67848689,5448061,8947930,1107473,795167
Turkey,TUR,2022,70814472,4994217,8149953,571234,450036
Turkmenistan,TKM,1998,458579,221107,1279004,904794,1547023
Tuvalu,TUV,2010,2830,1352,4177,1301,954
Uganda,UGA,1989,421695,218077,1950277,2041964,12378685
Uganda,UGA,1992,315870,131429,1383756,1977539,15128268
Uganda,UGA,1996,305705,209873,1767875,2298103,16774894
Uganda,UGA,1999,414165,257266,1667718,2250302,19076407
Uganda,UGA,2002,598966,337797,2156833,2439853,20294353
Uganda,UGA,2005,790353,393922,3271717,3336521,20444911
Uganda,UGA,2009,1513990,657824,4612035,4817136,20226027
Uganda,UGA,2012,1796855,845989,6542485,6064671,19537260
Uganda,UGA,2016,1917655,900291,6798568,6137207,23734551
Uganda,UGA,2019,1734622,1078016,7600912,7254158,26264740
Ukraine,UKR,1992,11949229,6765775,23686053,5697904,4224711
Ukraine,UKR,1993,11554414,6370642,25792785,5956338,2675949
Ukraine,UKR,1995,12234401,5019823,20214659,6706187,7490470
Ukraine,UKR,1996,8117748,4324580,22777339,8200209,7806232
Ukraine,UKR,2002,9276417,5329300,24323324,6702763,3045476
Ukraine,UKR,2003,11850032,6174809,24045322,4680718,1564255
Ukraine,UKR,2004,15924962,6501479,20902460,3310982,1339625
Ukraine,UKR,2005,21615570,7339654,16292328,1807835,530169
Ukraine,UKR,2006,24276915,6830824,14425888,1429680,315389
Ukraine,UKR,2007,23320833,7468699,14936024,1119922,217322
Ukraine,UKR,2008,28688469,7081866,10441707,547539,59595
Ukraine,UKR,2009,26062727,7746477,12169570,497150,147808
Ukraine,UKR,2010,29030848,7218082,9860234,284710,62130
Ukraine,UKR,2011,30703212,7048707,8259056,264023,32854
Ukraine,UKR,2012,32136700,6438896,7395845,175407,63208
Ukraine,UKR,2013,34752876,5602287,5623072,124103,24430
Ukraine,UKR,2014,33150719,6461596,6221115,126820,12130
Ukraine,UKR,2015,28153224,7244158,9816215,446269,125030
Ukraine,UKR,2016,29235966,6506389,9358557,402300,113620
Ukraine,UKR,2017,31304652,6411170,7404678,277690,37850
Ukraine,UKR,2018,33182949,5391311,6377407,150505,106736
Ukraine,UKR,2019,35724753,4474584,4604627,72534,80958
Ukraine,UKR,2020,35380907,4258327,4938443,87252,15087
United Arab Emirates,ARE,2013,7846923,0,0,0,0
United Arab Emirates,ARE,2018,9253608,33928,59165,0,0
United Kingdom,GBR,1968,53143575,1403125,541988,0,123012
United Kingdom,GBR,1969,53231618,1261340,813650,0,135144
United Kingdom,GBR,1970,53581640,1257023,694091,0,130494
United Kingdom,GBR,1971,53116617,1682183,961201,136223,0
United Kingdom,GBR,1972,53430312,1259456,1120221,147039,129036
United Kingdom,GBR,1973,54791146,849356,554026,0,0
United Kingdom,GBR,1974,54408816,1118931,568194,0,134035
United Kingdom,GBR,1975,54405045,982916,704670,0,133169
United Kingdom,GBR,1976,54254067,1262277,556435,139189,0
United Kingdom,GBR,1977,54089702,1267427,698868,0,137495
United Kingdom,GBR,1978,54801878,843386,551240,0,0
United Kingdom,GBR,1979,54989192,702507,415324,139929,0
United Kingdom,GBR,1980,54780671,980339,416472,136734,0
United Kingdom,GBR,1981,54506716,1132377,560261,134474,0
United Kingdom,GBR,1982,55188696,704363,287695,0,132886
United Kingdom,GBR,1983,55076556,838521,281826,135945,0
United Kingdom,GBR,1984,55294905,573007,414378,0,139782
United Kingdom,GBR,1985,55312389,818765,295866,0,123248
United Kingdom,GBR,1986,55693198,423482,424895,0,139821
United Kingdom,GBR,1987,55968877,557002,135145,141024,0
United Kingdom,GBR,1988,56086735,417045,295491,0,129057
United Kingdom,GBR,1989,56080477,568614,295304,0,132317
United Kingdom,GBR,1990,56248167,429871,444261,0,125285
United Kingdom,GBR,1991,56295837,555293,443838,0,129928
United Kingdom,GBR,1992,56581452,432489,428217,0,138242
United Kingdom,GBR,1993,56425848,727582,425986,0,139200
United Kingdom,GBR,1994,56857125,285896,434310,145700,142713
United Kingdom,GBR,1995,57007282,432448,294921,140992,143389
United Kingdom,GBR,1996,57442515,289631,291502,0,143304
United Kingdom,GBR,1997,57590046,291766,290951,0,144189
United Kingdom,GBR,1998,57761486,288459,293575,0,143620
United Kingdom,GBR,1999,57949791,292698,294130,0,145845
United Kingdom,GBR,2000,58304032,153363,288542,0,146575
United Kingdom,GBR,2001,58529813,147366,147197,148720,146576
United Kingdom,GBR,2002,58629419,150758,295269,146961,148073
United Kingdom,GBR,2003,59053680,150410,294443,0,149043
United Kingdom,GBR,2004,59537999,157005,143070,0,149830
United Kingdom,GBR,2005,59798542,152788,150721,150178,148979
United Kingdom,GBR,2006,60241047,150933,314807,0,140033
United Kingdom,GBR,2007,60713648,153267,150689,155371,149489
United Kingdom,GBR,2008,61189723,155255,159991,149441,152586
United Kingdom,GBR,2009,61654644,156363,158161,152081,155023
United Kingdom,GBR,2010,62139512,162088,159679,150459,154626
United Kingdom,GBR,2011,62629476,156669,160012,156208,156443
United Kingdom,GBR,2012,63074618,160456,161091,0,314835
United Kingdom,GBR,2013,63659353,160578,162276,0,156793
United Kingdom,GBR,2014,64135645,0,162656,162540,159159
United Kingdom,GBR,2015,64613716,0,149378,162676,162230
United Kingdom,GBR,2016,64951734,164973,162825,163993,163475
United Kingdom,GBR,2017,65318942,154769,168532,159306,164451
United Kingdom,GBR,2018,65627945,167697,162919,0,330439
United Kingdom,GBR,2019,65967251,164163,167738,0,331848
United Kingdom,GBR,2020,65910543,167977,332205,0,333275
United Kingdom,GBR,2021,66316269,0,333942,0,333789
United States,USA,1963,176002103,3310931,5673305,1419657,2836004
United States,USA,1964,179428332,2871173,5753762,961325,2874400
United States,USA,1965,183135430,2911030,4858285,970742,2427521
United States,USA,1966,184768516,2954948,5405761,991096,2439679
United States,USA,1967,188780069,2483583,4469148,995106,1984094
United States,USA,1968,192177003,2014799,4014368,494440,2005390
United States,USA,1969,195078957,2025923,3548298,507951,1515863
United States,USA,1970,196343343,2050168,3590919,1019974,2047596
United States,USA,1971,199357448,2075077,3635772,520433,2072262
United States,USA,1972,201503978,2623844,3672841,523926,1571411
United States,USA,1973,203967938,2122590,3708037,522033,1588394
United States,USA,1974,205842401,2136764,3738585,538419,1597831
United States,USA,1975,207881976,2157456,3776106,545735,1611719
United States,USA,1976,210948884,2185359,2726679,551136,1622950
United States,USA,1977,213083868,2210403,3294759,549886,1100092
United States,USA,1978,215354891,1665608,3897361,0,1667132
United States,USA,1979,219429737,1690613,2247635,0,1687023
United States,USA,1980,221550220,1702059,2270917,566764,1135032
United States,USA,1981,223155757,2296695,2304183,563700,1145665
United States,USA,1982,224135995,2319480,2898832,577469,1732224
United States,USA,1983,225610865,2925404,2919781,585383,1750567
United States,USA,1984,228754112,2356440,2947232,0,1767208
United States,USA,1985,230803558,2363986,2972844,0,1783612
United States,USA,1986,232936007,2395812,3007751,0,1793422
United States,USA,1987,236235907,1817257,2424249,601899,1209680
United States,USA,1988,238390130,1831363,2446214,610752,1220549
United States,USA,1989,241269084,1850317,1860792,606691,1232124
United States,USA,1990,244006982,1874187,1876576,624279,1240984
United States,USA,1991,246657896,1901463,2526438,631840,1263355
United States,USA,1992,249465779,1922692,3201857,646490,1277182
United States,USA,1993,252775355,1947388,3251112,0,1945153
United States,USA,1994,256551686,1970179,1973193,665076,1965866
United States,USA,1995,259636282,1988552,2662112,0,1991054
United States,USA,1996,263337959,2019124,2020365,0,2016536
United States,USA,1997,266526706,1367891,2041714,678312,2042369
United States,USA,1998,269654431,1373344,2068719,691833,2065689
United States,USA,1999,273459241,1396893,2096490,0,2087376
United States,USA,2000,275825532,1400730,2115290,705772,2115076
United States,USA,2001,278557391,713927,2852867,0,2844775
United States,USA,2002,280440181,1437258,2872905,0,2874840
United States,USA,2003,282131220,2179803,2172642,730677,2893594
United States,USA,2004,285485871,1465705,2195339,730689,2927708
United States,USA,2005,288132938,1479535,2215211,734550,2954374
United States,USA,2006,290923116,1492548,2239035,745418,2979787
United States,USA,2007,293705177,1503393,2258844,752543,3011243
United States,USA,2008,295736338,2277431,2279998,760008,3040177
United States,USA,2009,299871958,769900,2301826,762004,3065832
United States,USA,2010,300873844,1548652,3094513,0,3861231
United States,USA,2011,303270515,1559903,3112910,780926,3115202
United States,USA,2012,305698744,1572585,3145207,783956,3138612
United States,USA,2013,308815701,1578237,2380133,799305,3152896
United States,USA,2014,310485512,1596241,2389262,799196,3987357
United States,USA,2015,312965680,1613317,2409890,806173,4020076
United States,USA,2016,316247858,1626987,2430784,0,4047715
United States,USA,2017,318450642,814038,2445833,815739,4082356
United States,USA,2018,321143643,819943,2460878,820492,3284612
United States,USA,2019,323623422,827677,1649274,826344,3299523
United States,USA,2020,325778886,827773,3314446,0,1656623
United States,USA,2021,327948822,831153,1671623,0,1648178
United States,USA,2022,325669347,840464,2498005,837000,4172496
United States,USA,2023,328386674,1688343,1686014,836026,4209183
Uruguay,URY,2006,2309843,252886,607126,85940,33711
Uruguay,URY,2007,2421709,235292,540966,72770,24416
Uruguay,URY,2008,2609529,211744,421337,46020,13547
Uruguay,URY,2009,2669443,196015,384851,45281,14501
Uruguay,URY,2010,2720223,203570,351629,33481,9677
Uruguay,URY,2011,2887317,159253,247541,24545,8169
Uruguay,URY,2012,2941451,135257,222019,27685,8989
Uruguay,URY,2013,2968968,134500,213691,17931,10247
Uruguay,URY,2014,3027131,121390,185648,15065,7100
Uruguay,URY,2015,3049706,121188,174958,14877,7288
Uruguay,URY,2016,3068342,122726,169333,14645,4237
Uruguay,URY,2017,3128290,107054,140620,8491,3983
Uruguay,URY,2018,3114303,114675,152860,9633,3063
Uruguay,URY,2019,3100982,127538,153733,10478,4475
Uruguay,URY,2020,3009110,148285,219153,13018,9402
Uruguay,URY,2021,3037708,132042,209595,12108,5242
Uruguay,URY,2022,3038563,138366,190986,14852,8146
Uruguay,URY,2023,3034385,130354,198006,19597,5739
Uruguay,URY,2024,3077528,110901,180975,11523,5661
Uruguay (urban),,1981,1954246,152391,348878,86031,0
Uruguay (urban),,1989,2212731,157628,290043,46463,28575
Uruguay (urban),,1992,2356422,148499,244960,39684,24456
Uruguay (urban),,1995,2425662,148378,255364,33975,24404
Uruguay (urban),,1996,2420180,156563,267537,43090,25094
Uruguay (urban),,1997,2440314,151009,284375,40545,21739
Uruguay (urban),,1998,2468650,147598,283664,36335,26075
Uruguay (urban),,2000,2496937,156525,293219,34193,24950
Uruguay (urban),,2001,2418203,181834,348499,52356,21340
Uruguay (urban),,2002,2269819,210066,456125,65167,34037
Uruguay (urban),,2003,2052375,253709,605830,86751,47194
Uruguay (urban),,2004,2058969,233929,588515,122769,51706
Uruguay (urban),,2005,2160527,214347,547062,97630,46683
Uzbekistan,UZB,2021,16654158,4526178,9950257,1615413,1497690
Uzbekistan,UZB,2022,19005053,4610484,8440243,1348329,1534847
Uzbekistan,UZB,2023,23137347,3733775,6190024,1141441,1449721
Uzbekistan,UZB,2024,25693773,3156535,5669127,854002,988423
Vanuatu,VUT,2010,27106,15782,89633,44470,61257
Vanuatu,VUT,2019,32379,22503,130209,51131,57206
Venezuela,VEN,1981,7935105,1118505,3549564,1305811,1778312
Venezuela,VEN,1987,8729698,1322414,4389406,1693625,2259821
Venezuela,VEN,1989,10492671,1735287,4685213,1030251,1405498
Venezuela,VEN,1992,10316819,2328570,5484895,1220038,1430626
Venezuela,VEN,1995,7944560,1869281,6760374,2258515,3361090
Venezuela,VEN,1998,9058566,2117207,6704633,2212657,3508273
Venezuela,VEN,1999,8037038,2057478,7350272,2601552,4020252
Venezuela,VEN,2001,8961078,2202351,7587378,2547461,3681654
Venezuela,VEN,2002,7003637,1983707,7791306,3026305,5630717
Venezuela,VEN,2003,5813369,1758942,8024446,3274800,7021147
Venezuela,VEN,2004,6939397,2099092,8295078,3012133,5995138
Venezuela,VEN,2005,9638726,2238336,7626515,2430814,4851413
Venezuela,VEN,2006,12834185,2588878,7345998,1811547,2644078
Vietnam,VNM,1992,2304633,1325237,13356988,12482218,39812316
Vietnam,VNM,1997,5142571,2475878,20419625,18485498,28690268
Vietnam,VNM,2002,5564078,2600722,19416782,17075672,34114970
Vietnam,VNM,2004,7830437,3883037,25710332,18126983,24788179
Vietnam,VNM,2006,9633840,5349288,31122403,16554828,19507537
Vietnam,VNM,2008,11685453,6223551,34245584,18071673,14949531
Vietnam,VNM,2010,33923467,10191165,31401057,7377021,4562442
Vietnam,VNM,2012,40214290,10601126,29814839,5548602,3331495
Vietnam,VNM,2014,45598797,11308907,26913424,4728864,3129584
Vietnam,VNM,2016,55460222,10527492,22157970,3497558,2356878
Vietnam,VNM,2018,63476707,9440041,18297068,2864350,2159154
Vietnam,VNM,2020,69093551,8978740,16424827,2304344,1277730
Vietnam,VNM,2022,68664252,9581911,17284084,2552170,1598239
Western and Central Africa (WB),,1990,10351457,5576231,37102390,27849365,128686589
Western and Central Africa (WB),,1991,10132969,5515363,37188884,27434142,134907346
Western and Central Africa (WB),,1992,10206485,5659220,37097049,27435921,140792701
Western and Central Africa (WB),,1993,10365703,5698015,37302979,28116595,145763492
Western and Central Africa (WB),,1994,10722965,5506835,37757962,28921146,150451188
Western and Central Africa (WB),,1995,11244743,5290324,38346638,29687752,155232415
Western and Central Africa (WB),,1996,12102989,5504979,38918539,31242085,158646848
Western and Central Africa (WB),,1997,12386818,5585226,40590191,33792024,160853325
Western and Central Africa (WB),,1998,12467946,5809624,42669150,36180252,163170868
Western and Central Africa (WB),,1999,12342777,6083956,44622784,38192782,166264005
Western and Central Africa (WB),,2000,12390040,6366166,47025604,39951957,169234681
Western and Central Africa (WB),,2001,12745346,6821354,50590412,42881843,169741749
Western and Central Africa (WB),,2002,13833174,7465040,55775307,45736602,168031669
Western and Central Africa (WB),,2003,14199233,7759588,59761042,48091752,169331233
Western and Central Africa (WB),,2004,15445319,8441155,65050507,51038732,167749375
Western and Central Africa (WB),,2005,16425290,9275544,68629770,53026067,169231809
Western and Central Africa (WB),,2006,17738078,9930900,72089080,55280072,170625038
Western and Central Africa (WB),,2007,18739146,10621081,75652281,57449738,172521946
Western and Central Africa (WB),,2008,20509480,11607064,80968663,60435276,171065629
Western and Central Africa (WB),,2009,21780936,12354628,85093087,62514218,172600971
Western and Central Africa (WB),,2010,24100392,13549080,91366270,66411242,168931288
Western and Central Africa (WB),,2011,25336086,14239005,96371207,69564809,169279037
Western and Central Africa (WB),,2012,27883151,15391729,102111231,72067269,167906972
Western and Central Africa (WB),,2013,30714288,16543308,107872122,74184565,166715925
Western and Central Africa (WB),,2014,33251260,17730913,112882858,76468687,166658314
Western and Central Africa (WB),,2015,35139882,18484367,117636760,78825168,168041663
Western and Central Africa (WB),,2016,36649422,19412170,124390120,81862603,167140437
Western and Central Africa (WB),,2017,39144233,20620057,133338888,84594427,163185307
Western and Central Africa (WB),,2018,41733449,21574348,141909657,87732019,159246431
Western and Central Africa (WB),,2019,43423856,22642721,149088679,91125025,157085159
Western and Central Africa (WB),,2020,39967604,21182345,146729368,94884672,171805355
Western and Central Africa (WB),,2021,39750067,21438638,149148859,98558422,177025006
Western and Central Africa (WB),,2022,39812785,21517551,152722606,102025344,181308882
Western and Central Africa (WB),,2023,40723399,21879446,155855927,104611185,186328635
Western and Central Africa (WB),,2024,43239244,23202046,161571118,107292057,186459599
Western and Central Africa (WB),,2025,45788807,24542715,167404825,109471531,186732026
World,OWID_WRL,1990,1421249935,149614532,781843120,647300623,2299238382
World,OWID_WRL,1991,1425394234,152240327,814265931,675075927,2321519965
World,OWID_WRL,1992,1421564898,159092459,865065306,707284409,2324117024
World,OWID_WRL,1993,1409726952,165363040,920269242,735875016,2333544246
World,OWID_WRL,1994,1422599600,169371177,977526779,788550993,2292804827
World,OWID_WRL,1995,1472806645,177817409,1014825232,821495319,2249560739
World,OWID_WRL,1996,1487183567,183316812,1080968335,861829387,2209316427
World,OWID_WRL,1997,1528991968,192120775,1104203089,862186048,2220964808
World,OWID_WRL,1998,1554845188,196112313,1115928599,858247670,2268906550
World,OWID_WRL,1999,1542358606,200693806,1167528754,900171182,2267651748
World,OWID_WRL,2000,1600241818,212466776,1210615702,904311135,2234249241
World,OWID_WRL,2001,1648681861,224866208,1249857235,916535655,2205171873
World,OWID_WRL,2002,1702578746,239576645,1307191254,939046003,2139164984
World,OWID_WRL,2003,1753834472,252332396,1375686027,962062437,2065835196
World,OWID_WRL,2004,1845390769,269284131,1423121002,986087214,1968886676
World,OWID_WRL,2005,1933792172,285617599,1480309935,1010587417,1865534157
World,OWID_WRL,2006,2031276029,300641482,1516526400,1014469745,1797063560
World,OWID_WRL,2007,2135842609,315362431,1560233150,1025805270,1707246012
World,OWID_WRL,2008,2231524553,325934301,1590359814,1034288268,1648406728
World,OWID_WRL,2009,2305237255,340471381,1636226970,1040591281,1594062169
World,OWID_WRL,2010,2426746672,359384827,1706448836,1039613895,1469072458
World,OWID_WRL,2011,2529912923,381555618,1782569554,1033385679,1359696098
World,OWID_WRL,2012,2644725332,395373290,1833920972,1018464604,1284484506
World,OWID_WRL,2013,2778285279,423479330,1931258191,1003001243,1129946645
World,OWID_WRL,2014,2884815560,441889674,1972724702,983420957,1071332275
World,OWID_WRL,2015,2996792661,459517685,2027653908,957887665,999974897
World,OWID_WRL,2016,3100026403,474728973,2079291640,926568680,948450800
World,OWID_WRL,2017,3200845196,483219638,2125416722,902583064,902684052
World,OWID_WRL,2018,3312404422,498362291,2161420215,865039372,860266180
World,OWID_WRL,2019,3401089064,508470463,2194054691,834900728,839789054
World,OWID_WRL,2020,3370475709,513883456,2232300463,843051601,895363587
World,OWID_WRL,2021,3547590106,508296590,2171008736,803641322,890324942
World,OWID_WRL,2022,3604807046,523351127,2224610261,774445213,863186353
World,OWID_WRL,2023,3733276950,529594659,2221967929,731637095,848499751
World,OWID_WRL,2024,3833340211,540909346,2227656793,700925423,839224675
World,OWID_WRL,2025,3916684937,554204510,2232031359,677033335,830922275
World (excluding China),,1990,1417360892,144997925,714658653,530363880,1356680346
World (excluding China),,1991,1420575228,146885229,737445703,549251545,1383558519
World (excluding China),,1992,1414873135,152470738,771800750,570487791,1402521698
World (excluding China),,1993,1400543064,157123394,808649465,591027820,1428995073
World (excluding China),,1994,1408696477,158317428,835266991,616348412,1440388932
World (excluding China),,1995,1453453169,163566791,841060895,626071324,1447498381
World (excluding China),,1996,1461445145,165361333,874833825,649003694,1454420707
World (excluding China),,1997,1498192674,171343720,881558483,652143025,1475153906
World (excluding China),,1998,1518653998,172398892,879686096,651469598,1529896376
World (excluding China),,1999,1499928778,173728179,919039254,697338321,1535634588
World (excluding China),,2000,1545771042,179156798,934520103,699850203,1539941790
World (excluding China),,2001,1579860794,184415947,949271367,712024261,1547690479
World (excluding China),,2002,1614704614,190343096,983506868,735893248,1522709422
World (excluding China),,2003,1646583851,194394530,1025196981,748048235,1507127059
World (excluding China),,2004,1715194244,202155866,1046535611,762677427,1470131892
World (excluding China),,2005,1773533619,208025985,1076050560,780469428,1434041752
World (excluding China),,2006,1841389794,214649291,1104187081,792760756,1395970262
World (excluding China),,2007,1908835083,220843174,1143794125,813865781,1339266381
World (excluding China),,2008,1974169957,225588960,1174197746,831114599,1300787298
World (excluding China),,2009,2010169603,235213337,1218592304,842345064,1279008844
World (excluding China),,2010,2083000263,249609062,1289471282,847790551,1193690570
World (excluding China),,2011,2145103396,264428908,1339258483,844725587,1148568746
World (excluding China),,2012,2198352371,273289824,1395941117,850012648,1105182920
World (excluding China),,2013,2255467818,287236965,1459270338,855664958,1045090673
World (excluding China),,2014,2295721292,300169195,1523741251,856427431,1006264031
World (excluding China),,2015,2348372904,312931776,1593180687,848616376,958865105
World (excluding China),,2016,2397742515,326521221,1662396971,836666154,917949811
World (excluding China),,2017,2458395112,336782788,1726090784,817824649,879440043
World (excluding China),,2018,2508772518,351194040,1789350010,796294394,849121326
World (excluding China),,2019,2547688040,360587526,1832427808,790066537,839789065
World (excluding China),,2020,2533707918,355148453,1840942455,818812653,895363689
World (excluding China),,2021,2576538345,363124503,1879452693,799061475,890325000
World (excluding China),,2022,2639580892,380391127,1928211342,766854987,863186292
World (excluding China),,2023,2712891662,396784626,1964453199,731637123,848499758
World (excluding China),,2024,2784809156,414056513,1994065818,700925409,839224704
World (excluding China),,2025,2844317666,432996634,2019836248,677033383,830922245
